serial_no,action,price,positions
2284,sell,18487.811675282588,0
2286,stay,18108.920593630843,0
2288,stay,18678.51649195585,0
2289,short,18912.99192711768,-1
2290,buy,19087.836797274107,0
2291,short,19061.60750317035,-1
2292,stay,18742.958930314155,-1
2293,stay,18754.39369133275,-1
2294,stay,19105.37272863748,-1
2295,stay,18718.998033834283,-1
2296,stay,18467.28079863989,-1
2297,stay,18323.24389514764,-1
2298,stay,18253.333164202184,-1
2299,stay,18307.67708209051,-1
2300,stay,18067.595921257183,-1
2301,stay,18081.23773220001,-1
2302,buy,17969.39356903022,0
2303,short,18080.229281579643,-1
2304,buy,18338.49558399703,0
2306,short,18241.10992156008,-1
2307,buy,18062.16375592938,0
2308,stay,18133.630350120573,0
2309,stay,18172.621480471524,0
2311,short,18002.14493580872,-1
2312,buy,18398.342640615894,0
2313,short,18164.406428585884,-1
2314,buy,18289.62088687365,0
2315,short,18372.035328812108,-1
2316,stay,18212.209858388807,-1
2317,buy,18036.678150727712,0
2319,short,18383.36485300389,-1
2320,stay,18674.52779876061,-1
2321,stay,18538.832069874185,-1
2322,buy,18747.2133365328,0
2323,short,18387.85039179432,-1
2324,stay,18425.471913000965,-1
2325,buy,18120.57086737919,0
2326,short,18042.71485223092,-1
2327,stay,17950.393403471462,-1
2328,stay,17963.590757697755,-1
2329,stay,17890.41136095989,-1
2330,buy,17811.864901496076,0
2331,short,17937.47178930652,-1
2332,stay,17738.802111761448,-1
2333,stay,17762.050438355112,-1
2334,stay,18073.143102346363,-1
2335,buy,17953.478712435124,0
2336,short,17984.074229609527,-1
2337,buy,17955.35398585999,0
2338,short,17913.186791148528,-1
2339,buy,17540.707322866776,0
2340,short,17424.097742281956,-1
2341,buy,17410.842906795642,0
2342,short,17557.27669267154,-1
2343,stay,17896.52383091223,-1
2344,stay,18034.37433280075,-1
2345,stay,18119.62699379358,-1
2346,stay,18152.31016629926,-1
2347,buy,18236.038500286868,0
2348,buy,18142.57662212436,1
2349,sell,18026.38390262832,0
2350,short,17936.531015535234,-1
2351,buy,17474.46646566732,0
2352,short,17526.537823731924,-1
2353,buy,17752.58368688197,0
2354,stay,17435.26109162296,0
2355,short,17499.708440886305,-1
2356,stay,17554.356049803577,-1
2357,stay,17635.402284817323,-1
2358,buy,17124.59773297578,0
2359,buy,17525.415912943135,1
2360,sell,17718.524696215773,0
2361,short,17841.03815289,-1
2362,buy,17450.44923923527,0
2363,short,17750.255962948955,-1
2364,buy,18000.799486588243,0
2365,short,17835.562068199735,-1
2366,buy,18370.624801408823,0
2367,short,18103.047748142864,-1
2368,stay,17796.98145326102,-1
2369,buy,17763.469679085516,0
2370,short,17767.675565913123,-1
2371,stay,17669.55178003703,-1
2372,buy,17473.510430769576,0
2373,short,17647.989910562483,-1
2374,stay,17794.5879694542,-1
2375,buy,17677.27691663329,0
2376,short,17684.74451669016,-1
2377,buy,17485.384128005884,0
2378,short,17227.678768764807,-1
2379,buy,17235.18536034738,0
2380,short,17117.229396487677,-1
2381,stay,17146.091878808857,-1
2382,stay,17006.402746110096,-1
2383,stay,17211.8300217645,-1
2384,buy,17216.027632666828,0
2385,short,17274.818798933087,-1
2386,buy,17657.495046328488,0
2387,short,17782.75636314853,-1
2388,buy,17762.578248784394,0
2389,stay,17688.323808531903,0
2390,short,17857.894060283685,-1
2391,buy,17923.04180649561,0
2392,short,17989.343493788856,-1
2393,stay,17582.59307636505,-1
2394,stay,17371.59761945403,-1
2395,stay,17241.961031065122,-1
2396,buy,17005.674801889734,0
2397,short,17485.27689774731,-1
2398,buy,17700.578989910413,0
2400,stay,17879.124703191035,0
2401,short,17680.572157020804,-1
2402,buy,17735.123514208495,0
2404,short,17634.921704790155,-1
2405,stay,17289.31257480452,-1
2406,buy,17358.109313250912,0
2407,short,17375.372284881763,-1
2408,stay,17309.56266292013,-1
2409,buy,17016.681614836292,0
2410,short,17375.493666454822,-1
2411,stay,17376.640263044716,-1
2412,stay,17345.205749751618,-1
2413,stay,17640.341121051704,-1
2414,buy,17669.706201852885,0
2415,short,17850.286435734637,-1
2416,buy,18060.579534528708,0
2417,stay,18167.36386445357,0
2418,stay,18037.966698461503,0
2419,short,18184.29759130052,-1
2420,stay,17863.24455707938,-1
2421,buy,17742.225581394494,0
2422,stay,17535.884221293298,0
2423,buy,17543.546779430224,1
2424,sell,17551.983611480617,0
2425,buy,17514.64720754883,1
2426,stay,17568.18759829326,1
2427,sell,17355.547495235074,0
2428,short,17483.570037791862,-1
2429,buy,17385.233624050255,0
2430,short,17269.433605689344,-1
2431,buy,17414.397420840876,0
2432,stay,17329.841043086417,0
2433,stay,17357.72552476374,0
2434,short,17213.638148842627,-1
2435,stay,17226.886760324294,-1
2436,stay,17042.88128516496,-1
2437,stay,16900.67747494402,-1
2438,stay,16675.20131675181,-1
2439,stay,16691.13034510201,-1
2440,stay,16763.819444792494,-1
2441,buy,16541.941876918158,0
2442,stay,16449.23850129073,0
2443,stay,16432.246614179985,0
2444,short,16475.7134086144,-1
2445,buy,16691.217281883026,0
2446,buy,16466.239751606874,1
2447,sell,16598.616296069416,0
2448,buy,16854.203270952894,1
2449,sell,16842.768621269315,0
2450,short,16897.642007424147,-1
2451,stay,16946.18208036066,-1
2452,buy,17036.172048792563,0
2453,short,16942.08310088005,-1
2454,buy,16916.551405412305,0
2455,stay,17224.145003085083,0
2456,short,17137.27097109173,-1
2457,stay,17303.299340059977,-1
2458,buy,16922.794154008203,0
2459,short,17306.159763845884,-1
